Author	Rating 	Helpful - found	Helfpful%	Comments	Helpful - Total	Number of Records	Product Code	Product Name	User Rating	Sentiment	Usefulness	Product Posted On
sairam sadineni	5	3	75	it is really good  ..and good working also ..but it is not dual way ..i was not able do while charging	4	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive	3 of 4 people found the following review helpful	22-06-2014
Nishant	5	3	75	"I have used many other trimmers, but after using Philips QT4005 trimming become fun. No need worry about cutting.It goes smooth on skin and gives safe and sexy shave. adjustable head helps to set size of beard we want. Thank You Philips and Amazon for this wonderful experience."	4	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive	3 of 4 people found the following review helpful	28-07-2014
Bibek	5	3	75	Great product for this price range. It's very Very smooth and fast. Just get it and you will not be disappointed.	4	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive	3 of 4 people found the following review helpful	07-06-2014
Aravind Ajith	5	33	91.66666667	"For the price, it is the best trimmer available in the market. Very smooth and fast. Near shaving experience ."	36	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive	33 of 36 people found the following review helpful	02-12-2013
Karan Arora	5	4	80	"would recommend this product if you want to shave your beard once a week or more', 'the product is good overall,', 'battery life is around 30 mins, can use it twice in one charge', 'do see the charging time when you buy a trimmer"	5	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive	4 of 5 people found the following review helpful	23-11-2014
vaibhav	5	4	80	"First of all...thanks to amazon for a quick delivery...delivered in just two days. The device is awesome....good packaging...the trimming quality is very good...it can also works as a shaver(almost...not totally)....overall in this price range....its the best you can get...two yr warranty is good, and the product overall build quality is superb...its battery backup is also good...', 'one can use it three times in a single charge...', 'I would suggest to go with it...', 'but there is one issue...it gets heated up after using continiously for 10 minutes...but this might not create problem becoz trimming is superfast with this device.."	5	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive	4 of 5 people found the following review helpful	24-07-2014
SAMIUDDIN KHAN	5	5	83.33333333	Product is very good. Quick Delivery	6	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive	5 of 6 people found the following review helpful	10-04-2015
Adwit Sharma	5	8	80	"Well, it does what it needs to rather well. If you like to trim and not shave in your ""makhlavakh"" region or as it is more commonly known as ""curly haired jungle"" area these feel pretty safe and do the job well.', 'They run a total of 45 minutes on a single charging session of 6 hours. That more or less covers about a month of trimming needs for all body hair.(I suggest you buy 2 of these, on for your face and one for everywhere else. Or you could be like me and share one trimmer among 3 people for all kinds of hair at all kinds of body parts).', 'Packaging and delivery was prompt and professional when i received this trimmer. AMazon does a good job."	10	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive	8 of 10 people found the following review helpful	16-10-2014
Rajat Goyal	1	0	0	"Product does not meet expectation', 'Even after using it razor isrequired for final clean shave"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		01-01-2015
Jestin	1	0	0	didint meet my expectation as i guess it will take more time for me to get use to it or simply the shave doesnt satisfy as it should.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		10-11-2014
Ayush Anuj	1	0	0	Worst shaver ever	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		11-01-2015
anurag	1	0	0	worthless item.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		12-05-2015
l n g dutt	1	0	0	Not a friendly product the design is s***	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		14-04-2015
Jay	1	0	0	Not working properly.... need a refund	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		14-10-2014
Gunjan kumar	1	0	0	not cut proper shave	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		17-09-2015
KUNAL KUMAR	1	0	0	"not a good product..', 'waste of money"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		19-11-2014
NIKHIL THODUPUNOORI	1	0	0	"I BOUGHT THIS AND IT WAS NOT SEALED, IT LOOKS LIKE A USED PIECE, DIDN'T EXCEPT THIS."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		19-10-2015
pankaj Trivedi	1	0	0	It doesn't clean as I aspect. It's just like a bad trimmer.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		19-09-2015
enosh	1	0	0	Poor shaving and trimmer	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		02-04-2015
Saurabh Mathur	1	0	0	this product is not working properly very irritation on my face	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		02-12-2014
Narinder Sood	1	0	0	I am not satisfy with performance. Facing some problem in blades and betry	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		20-11-2014
sidhant anand	1	0	0	This shaver is completely useless . It leaves rashes on the skin and gives itchy feeling . There are chances that one can get bruises also.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		21-10-2015
praveen	1	0	0	It not convenient to use.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		28-07-2015
Kunal Aggarwal	1	0	0	The product is not really good. Does not give a good shave. I bought it but had to switch back to my normal shaving blades. :( Money wasted!	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		29-12-2014
pavan	1	0	0	used only once after that it not work.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		03-03-2015
Amazon Customer	1	0	0	Very very bad item	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		08-08-2015
malla surrsh	1	0	0	The absolutely waste of money. It takes lot of time to shave and also the shaving is not completely clean.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		08-12-2014
Bhupinder Singh	1	0	0	"Duplicate product, doesnt have serial number.dont buy it"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		09-11-2014
Sumeet Chatterjee	1	0	0	"The blades were not even good enough for the first shave, I used it once and never used it again, even after first shave, I had to use my Mach 3 to shave properly because the Phillips shaver was useless. Really regret the decision of buying it!!"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive		09-11-2014
prajwal	1	0	0	"i dont like this product, i want to return this, can i return philips aquatouch mens shaver please say the procedure...."	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	0 of 1 people found the following review helpful	18-03-2014
venkatesh kumar s	1	1	100	"It is painful and hurts my skin!', 'Burning like anything!', 'Waste of money!', 'Plz do not purchase!', 'Trimmer is gud! But shaver is of no use!', 'I m not using this!once again i returned to razor shavng.', 'I dont know wat to do with the product!"	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	01-09-2015
manish verma	1	1	100	"Amazon service was quick n good.', 'But product Performance is very poor. i previously had used higher model with get results but this product is useless, dont remove hairs completely and also cause trauma to ur face. Dnt waste money in buying this..."	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	10-07-2015
nikhilprasad	1	1	100	"Everytime i shave.. It's too much pain!"", ""This product is not good, sometimes this machine doesn't switch off . Button was very loose waste of money. After I bought this product I came to know its waste of money."	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	10-09-2015
manoj kumar	1	1	100	"design  not good after using it many pimple came on cheeks , philips should think about it,  its should shave more comfort,"	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	12-08-2015
sanjay singh	1	1	100	philips trimer is good but shaver not good for skin...if you don't want to wast your money so don't buy this product....i am real disappointed this shaver.......	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	12-08-2015
amit girey	1	1	100	I hv got receive the product used one hving hairs in the pack and onthe product. Very disappointing.	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	13-06-2015
Peeyush	1	1	100	Not satisfied with the product. It stopped sometime while shaving.	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	13-10-2014
ankit	1	1	100	"Didn't like the product , got rashes on my neck after using it."	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	02-10-2014
ANKUR SHARMA	1	1	100	its malfunctioning now after 1month of use.. if i switch on the button the saver does not switch off even i pressing the same button..	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	23-04-2015
Sanjay M.	1	1	100	'It is useless thing. never use it. \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbe \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9 \xe0\xa4\x9c\xe0\xa4\xb2\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\x97\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa5\x8b \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xa8 \xe0\xa4\xa4\xe0\xa4\x95\xe0\xa5\xa4	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	23-07-2015
Sandeep Prabhu	1	1	100	"it is very slow, takes too long to shave. takes too long to charge as well"	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	26-08-2014
Jagdish Shenoy	1	1	100	The blades broke in under a month. Horrible product!	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	29-09-2015
Ajay Kumar	1	1	100	It's not working it's not original not able to use it at least ones	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	03-05-2015
Gaurav Handa	1	1	100	Not worth. Does not shave well. Product is simply waste of money	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	09-09-2014
varun	1	13	92.85714286	"Why a one star: There seems to be an awful lot of misguided reviews here. I read some bad reviews and thought they were outliers. I was wrong. Do not buy this product, I will justify why.', 'Problems', '1) Rashes: its not a skin thing. Blades do not hurt this bad. Even after applying foam and using this product, it burns the skin. Compared to how much a blade would burn, this burns a LOT!', 'It is evidence that this is worse than blades and any claims that shavers are better than blades are false marketing which need not be true.', "" - if you think my skin needs to get used to it, it sounds like, my skin can handle blades now, its slightly damaged now, you need to damage it till you kill all the nerve endings on the skin to make this feel like a breeze. Wait, there's a level 2 for the adventurous, you can try dry shaving!"", '2) It is very slow. If you move the shaver across skin too fast, you will feel like hair has been plucked out by tweezers. If a blades takes 5 mins, this will take 20mins.', '3) Not a clean shave: I wish i could show the photos, it looks atrocious. There are part of the shaved surface which are clean shave, but there are some parts where hair is just left as is.', 'PS: I am a first time user of an automated shaver. Maybe that affects the way i see the product."	14	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	13 of 14 people found the following review helpful	23-06-2015
Raj	1	2	66.66666667	Battery stopped charging in just 15 days. I used it only for 5-6 times & the product is not working.	3	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	2 of 3 people found the following review helpful	19-06-2014
dinakaran	1	2	66.66666667	I always thought Philips products are good but Philips AquaTouch AT620/14 Men's Shaver is the worst product i had ever had in my life. This AquaTouch does not shave properly and more than that it harms our facial skin. Its better to get a local trimmer instead of going for this product. Really upset and I wasted my money buying this product. I would highly appreciate if Amazon takes back this product and offer me something else.	3	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	2 of 3 people found the following review helpful	23-02-2015
abhishek barjatiya	1	2	66.66666667	"Trimmer part works good but as a shaver i am totally disappointed with the product. Had bought Philips trimmer titled BG2024, That was good. Trusting Phillips, I bought this crap. not very useful in dry shaving and most of the times picks hair even in wet shaving. Not suitable for long beard. Sobbing for my lost money :("	3	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	2 of 3 people found the following review helpful	24-06-2014
KAPIL KANT VOHRA	1	2	66.66666667	"very bad product. i had send back to amazon. after one use , its become noisy. even use with proper handling... disappointed"	3	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	2 of 3 people found the following review helpful	29-08-2014
dheeraj	1	3	75	"DON'T BUY THIS  there is problem in product even i use it only 10 times and purchased on jan 7"", '1. problem With Led. when i use it first time green light glows, it is now not glowing since 2 months or after 4 shaves', ""2. Problem with stop, whenever i start shaver it doesn't stop. It stops after many times press."", ""I am giving you suggestion About this product don't buy it. shaver has poor service only in 5 months."	4	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	3 of 4 people found the following review helpful	14-06-2015
Rohit Singh	1	3	60	"Useless product, does not make a clean save. Also, would cut your skin making is red. Cleaning effort is very high.', 'A simple blade is faster, easier and better.', 'Total waste of money. Now sure how Phillips make such useless product."	5	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	3 of 5 people found the following review helpful	07-10-2014
Amit Bhide	1	4	66.66666667	"Doesnt shave cleanly. Either i dont know how the hell to shave with this peice of junk or this thing is not suitable for stubbon shaves.', u'Bought  this product after reading so many good reviews, but my \xe2\x82\xb91750 gone down the drain.', 'Leaves some beard on the face which finally i have to use a razor to remove it. Back to my Mach3.."	6	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	4 of 6 people found the following review helpful	07-08-2014
Manash Pratim Sarmah	1	52	91.22807018	This is worst product i have ever ordered through online shopping... the condition of my neck after shaving is really contempt... rash and rash everywhere both in dry and foam shave. I really don't recommend any one to purchase it. u can see the condition of my neck area in the pix.	57	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	1.0 out of 5 stars	Negetive	52 of 57 people found the following review helpful	08-06-2015
nitin bhagor	2	0	0	not good	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		12-09-2015
vamsi	2	0	0	"Cons', '- Non uniform shaving especially below jaws', '- pinching problem', '- Trimmer not upto mark', 'You will need a razor even after you have used the shaver 2-3 times. Razor feels easy"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		13-06-2014
Manoj C B	2	0	0	"Initially it was good. But in two weeks time, the sharpness of the blades went down and the shave in no more smooth and fast. Not sure whether the seller sold an old item to me!"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		15-05-2015
Prabodh C Bolur	2	0	0	It is not convenient for me to use. In the advertisement they show varun dhavan using different model.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		15-09-2015
Pranav Iyer	2	0	0	"Got the product delivered in 3 days as promised...the packing was brilliant...', ""But i am not satisfied with the product...the shaver is giving me a major rashes and allergy on my neck..the area remains sore and hurts for 2-3 days post the shave...i first thought that i was using it wrong and hence the rashes..but i did an extensive research online and on philips site for the correct way to shave and came to the conclusion that its not the method of shaving but the shaver...it might be because of my skin type..i was told that some people face allergies when others don't.."", 'But i would highly recommend buyers to consider this possibility and consult someone before purchasing it..', 'Personally it was a big let down for me as i was looking forward to using this product.."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		16-06-2014
pankaj kumar choraria	2	0	0	Doesn't shave properly... And sometimes it feels pain in chin. And some beard is left in the face as it does not shave all the beard. Its basically fault in design	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		18-06-2014
anonymous	2	0	0	I gifted my hubby this one....not worth the hype.. he didn't like it... Wet shave is ok but for dry one not recommended	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		23-01-2015
JASBIR YADAV	2	0	0	Phillips aqua touch at 620/14 not good .Phillips aqua touch at 620/14 not work proper.please do'not purchase phillips aqua touch.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		24-05-2014
naveen	2	0	0	"very low performance from my expectation i purchased because its a philips product but that time name not work as per expectation (battery charging time is too much  (10 hours), trimmer is not good (just part of a machine )"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		24-11-2014
vish r v	2	0	0	"i bought it for shaving. intially i had skin irritation and burning while using this, thought it would disappear with usage but i didnt , Cant say it happens to all amatures think before you buy"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		29-09-2014
dr arnob choudhuri	2	0	0	bad product	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		30-07-2015
Ramesh	2	0	0	It's go	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		30-06-2015
Biswanath Dash	2	0	0	not to my satisfaction.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		04-06-2015
Saumya Kishan Singh	2	0	0	"There's no serial number over the product which was received, Very disappointing. Not expected."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		04-11-2014
RAJEEV KUMAR	2	0	0	Charging issue 10 hrs very long time then only half hour finish	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		04-09-2014
Ranjeet Singh	2	0	0	Product & service is good.....i m disappointed only for that you canot shave during the charging of machine	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		07-08-2015
tushar varshney	2	0	0	shaving takes too much time.shaving on throat is not good	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		08-12-2014
Satram	2	0	0	Not comfortable shaving just waste of money	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive		09-08-2015
Sunil Kumar	2	1	100	Wont recommend to people who don't have time to shave with this trimmer. It takes a lot of time and energy. Not happy with the product.	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	01-08-2015
Soumyadeep Barik	2	1	100	"If using wet, it is useless. . It wont shave properly . Also ur beard hairs get jammed and not being shaved and u get pain.', 'If u use dry, again same problem, many areas it cant cover like the neck, the curve of face."	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	10-07-2015
manoj verma	2	1	100	there is some problem in  its on off switch.i didn't get even cleaning brush with it.	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	14-05-2015
Surendra Tipparaju	2	1	100	"Average product. When I wash it under water I thing it seeps into the body, because I water drops even after drying and keep it idle for a day. Shaves fine, but edges are tough and now I use it very sparingly"	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	17-06-2015
Jayant Kumar	2	1	100	Average Product	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	31-08-2015
Madhu Sudan Jangid	2	1	100	"It does not clean completely. Beards around chin is not being cleared completely. After some time you can feel that this machine makes noise comparatively more.', 'So do not waste money."	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	05-09-2015
dronesh tank	2	1	100	"Used it fr 5 times then its malfunctioning.', 'great product though."	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	09-08-2015
Ben	2	1	100	"Not very good. Bought it for my brother and he says the shave is just not close. It also does not do well for growth more than two or three days old. My brother has thin facial hair growth so it's pretty surprising that the shaver couldn't handle it. Unfortunately, since we had already used it we could not send it back for a refund. It's just lying around now. Total waste of money. Would not recommend it. Wish I had never bought it."	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	09-07-2015
yash	2	1	50	If i compair this with simple razor shave and the pricing then its a big NOOOOO to this product. It takes very much time to charge and the removal of hair is a very much headache. So in short its a waste of money f having it.	2	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	2.0 out of 5 stars	Negetive	1 of 2 people found the following review helpful	13-08-2015
Arunkumar Hedwig	3	0	0	I got it for my friend . His comment is not that good for dry shaving.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		01-04-2015
CHAVAN Pravin	3	0	0	"Not so good, it leaves hair's and stop any time and sometimes not to stop when I press stop close button I hate this product"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		10-05-2015
gugan	3	0	0	Bad shaving quality easy to get bruises	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		10-11-2014
Ashim Banerjee	3	0	0	This product is good but my expectations are not fully covered with this.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		11-08-2015
R K AGRAWAL	3	0	0	Shave not clean. Takes too much time. Battery life low. Bit disappointed.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		12-12-2014
Kushal Kant Goyal	3	0	0	The product is good but battery backup is very low.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		13-11-2014
Ravi Chaudhary	3	0	0	Battery is very weak.. cant work when chord is connected... you have to wait till it gets charge and it get 10hr to get charge only for half an hour...	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		14-01-2014
aravindha	3	0	0	"Well, it did give a fast and smooth shave on the cheeks area, but under the chin part was not so easy. Its difficult to shave in the below chin part. Other than that, its good. This was my first shave, and omg, it burns.  :P"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		15-12-2014
Ashish	3	0	0	It's ok but not very good product.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		15-09-2014
Saransh	3	0	0	the battery life is very bad	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		17-04-2015
Abhishekdk3	3	0	0	"Product delivered in juast 1 day.', 'But problem is , i got irritation every time i shave,', 'I tried different shaving gel but nothing helps,  maybe problem is with my skin.', 'And if you are buying this, dont worry about battery, it gives backup upto 3 shave after 4-5 hrs of charge"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		22-03-2015
Ashish Palia	3	0	0	"Good product, however it doesn't completely remove beard of neck. Rest it does perfect!"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		22-09-2014
Amit Gupte	3	0	0	"I've been using electric razors all my life (20+ yrs) for my face and its always Phillishave. I've never been comfortable with them for body hair removal though."", ""This is my first wet shave razor. I must admit it did a decent job. I also tried the dry shave, coz I'm used to it with my previous razors, but it takes much longer than my old Phillishave which can be used plugged into the socket. The speed and torque is much lesser. Whether that has anything to do with battery v/s direct power OR is it the Chinese make v/s the European build I can't say."", 'The product is advertised for in Shower use for body hair removal. Since my previous ones did not say so specifically, I thought there must be some innovation in the design. So I tried it for underarms, only to get the same bad experience as with previous models. Lots of cuts & soreness.', 'The second part is the moustache & sideburns trimmer. It does its job well. But while shaving with the shaving heads, the closed trimmer has a lot of play & keeps creating an irritating tic-tic plasticky noise. Definitely attributable to the Chinese build, as my European build models never had that problem.', 'This package came without a protective cap for the shaving heads & also does not have a carry case. Both these will be a problem in travel, the blades catching fibres of cloth or unwanted hair getting into the clothes. It also does not have a cleaning brush for the shaving heads. Maybe the brush is not required since the product can be directly rinsed under the tap.', 'The product is light weight & easy to hold, which is a positive.', ""Overall I guess I've justified the heading"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		23-10-2015
Chintan bhatt	3	0	0	gr8 but tk so much time	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		25-08-2014
ravi kumar m	3	0	0	"You cannot shave your neck area. You have to try many times to shave neck area. Which leaves red marks, few cuts and irritation."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		26-06-2014
Ravi J	3	0	0	"Ok ok, but don't expect much things from this"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		26-06-2015
karan Gill	3	0	0	Its great on cheeks  .. but  worst on chin ... i got many pimples .. and  its like my skin exposed from down	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		26-10-2014
Mohana	3	0	0	May be good for transit shave where we can't use razers - like airport etc.  I am used to the excellent shave provided by Gillete triple blades and that might be a reason for me to just mark OK	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		27-09-2014
mahendra	3	0	0	poor battery life	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		28-10-2014
ronak	3	0	0	Ok ok product	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		30-09-2015
